
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:52:20 2026
Timers Off: Sun Aug  9 12:52:28 2026

Wall Time:        8.05 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.367u      0.017s      0.064w      1 calls
build grid                          :      0.317u      0.000s      0.035w      1 calls
post-process grid                   :      0.050u      0.017s      0.029w      1 calls
DFH: sparsity prep                  :      0.083u      0.017s      0.055w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.073w     10 calls
DFH: initialize()                   :      6.067u      0.800s      0.934w      1 calls
DFH: AO Construction                :      1.167u      0.033s      0.175w     14 calls
DFH: AO-Met. Contraction            :      4.150u      0.683s      0.436w     14 calls
HF: Form core H                     :      0.083u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.015w      1 calls
HF: Guess                           :      0.050u      0.050s      0.043w      1 calls
SAD Guess                           :      0.050u      0.050s      0.042w      1 calls
HF: Form G                          :     68.017u      0.500s      5.429w     11 calls
RV: Form V                          :     48.567u      0.283s      3.797w     11 calls
Properties                          :     12.547p                          22561 calls
Functional                          :      1.262p                          22561 calls
V_xc                                :     16.330p                          22561 calls
JK: D                               :      0.000u      0.000s      0.002w     11 calls
JK: USO2AO                          :      0.150u      0.000s      0.016w     11 calls
JK: JK                              :     18.933u      0.183s      1.570w     11 calls
DFH: compute_JK()                   :     18.933u      0.183s      1.569w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      1.650u      0.033s      0.133w     22 calls
DFH: compute_K                      :     17.267u      0.067s      1.384w     22 calls
JK: AO2USO                          :      0.283u      0.000s      0.029w     11 calls
HF: Form F                          :      0.017u      0.000s      0.002w     11 calls
HF: Form D                          :      0.000u      0.000s      0.002w     11 calls
HF: DIIS                            :      0.550u      0.150s      0.358w     10 calls
HF: Form C                          :      0.317u      0.317s      0.209w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.367u      0.017s      0.064w      1 calls
| build grid                        :      0.317u      0.000s      0.035w      1 calls
| post-process grid                 :      0.050u      0.017s      0.029w      1 calls
DFH: sparsity prep                  :      0.083u      0.017s      0.055w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.037w      1 calls
DFH: initialize()                   :      6.067u      0.800s      0.934w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.036w      9 calls
| DFH: AO Construction              :      1.167u      0.033s      0.175w     14 calls
| DFH: AO-Met. Contraction          :      4.150u      0.683s      0.436w     14 calls
HF: Form core H                     :      0.083u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.015w      1 calls
HF: Guess                           :      0.050u      0.050s      0.043w      1 calls
| SAD Guess                         :      0.050u      0.050s      0.042w      1 calls
HF: Form G                          :     68.017u      0.500s      5.429w     11 calls
| RV: Form V                        :     48.567u      0.283s      3.797w     11 calls
| | Properties                      :     12.547p                          22561 calls
| | Functional                      :      1.262p                          22561 calls
| | V_xc                            :     16.330p                          22561 calls
| JK: D                             :      0.000u      0.000s      0.002w     11 calls
| JK: USO2AO                        :      0.150u      0.000s      0.016w     11 calls
| JK: JK                            :     18.933u      0.183s      1.570w     11 calls
| | DFH: compute_JK()               :     18.933u      0.183s      1.569w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      1.650u      0.033s      0.133w     22 calls
| | | DFH: compute_K                :     17.267u      0.067s      1.384w     22 calls
| JK: AO2USO                        :      0.283u      0.000s      0.029w     11 calls
HF: Form F                          :      0.017u      0.000s      0.002w     11 calls
HF: Form D                          :      0.000u      0.000s      0.002w     11 calls
HF: DIIS                            :      0.550u      0.150s      0.358w     10 calls
HF: Form C                          :      0.317u      0.317s      0.209w     10 calls

**************************************************************************************
