
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:28:59 2026
Timers Off: Sun Aug  9 01:29:14 2026

Wall Time:       14.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.100u      0.017s      0.069w      1 calls
build grid                          :      0.067u      0.000s      0.046w      1 calls
post-process grid                   :      0.033u      0.017s      0.022w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.011w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.014w      3 calls
DFH: initialize()                   :      0.183u      0.000s      0.119w      1 calls
DFH: AO Construction                :      0.067u      0.000s      0.041w      1 calls
DFH: AO-Met. Contraction            :      0.067u      0.000s      0.047w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.017s      0.042w      1 calls
SAD Guess                           :      0.033u      0.017s      0.040w      1 calls
HF: Form G                          :      7.817u      3.400s     10.464w      8 calls
RV: Form V                          :      7.550u      3.250s     10.074w      8 calls
Properties                          :      3.283u      3.133s      6.826w   9456 calls
Functional                          :      1.000u      0.017s      0.714w   9456 calls
V_xc                                :      3.200u      0.067s      2.447w   9456 calls
JK: D                               :      0.000u      0.000s      0.001w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.006w      8 calls
JK: JK                              :      0.250u      0.133s      0.362w      8 calls
DFH: compute_JK()                   :      0.250u      0.133s      0.359w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.083u      0.133s      0.178w      8 calls
DFH: compute_K                      :      0.167u      0.000s      0.149w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.005w      8 calls
HF: Form F                          :      0.000u      0.000s      0.001w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.717u      0.350s      1.843w      7 calls
HF: Form C                          :      0.000u      0.000s      0.016w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.100u      0.017s      0.069w      1 calls
| build grid                        :      0.067u      0.000s      0.046w      1 calls
| post-process grid                 :      0.033u      0.017s      0.022w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.011w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      1 calls
DFH: initialize()                   :      0.183u      0.000s      0.119w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.006w      2 calls
| DFH: AO Construction              :      0.067u      0.000s      0.041w      1 calls
| DFH: AO-Met. Contraction          :      0.067u      0.000s      0.047w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.017s      0.042w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.040w      1 calls
HF: Form G                          :      7.817u      3.400s     10.464w      8 calls
| RV: Form V                        :      7.550u      3.250s     10.074w      8 calls
| | Properties                      :      3.283u      3.133s      6.826w   9456 calls
| | Functional                      :      1.000u      0.017s      0.714w   9456 calls
| | V_xc                            :      3.200u      0.067s      2.447w   9456 calls
| JK: D                             :      0.000u      0.000s      0.001w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.006w      8 calls
| JK: JK                            :      0.250u      0.133s      0.362w      8 calls
| | DFH: compute_JK()               :      0.250u      0.133s      0.359w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.083u      0.133s      0.178w      8 calls
| | | DFH: compute_K                :      0.167u      0.000s      0.149w      8 calls
| JK: AO2USO                        :      0.000u      0.000s      0.005w      8 calls
HF: Form F                          :      0.000u      0.000s      0.001w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.717u      0.350s      1.843w      7 calls
HF: Form C                          :      0.000u      0.000s      0.016w      7 calls

**************************************************************************************
