
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:19:29 2026
Timers Off: Mon Aug 10 18:20:08 2026

Wall Time:       39.64 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      6.200u      0.033s      0.650w      1 calls
build grid                          :      5.967u      0.017s      0.497w      1 calls
post-process grid                   :      0.233u      0.017s      0.153w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.044w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.059w     10 calls
DFH: initialize()                   :     45.550u      1.550s      6.860w      1 calls
DFH: AO Construction                :      7.033u      0.000s      1.143w     27 calls
DFH: AO-Met. Contraction            :     33.000u      1.317s      3.519w     27 calls
HF: Form core H                     :      0.333u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.200u      0.083s      0.095w      1 calls
HF: Guess                           :      0.100u      0.117s      0.074w      1 calls
SAD Guess                           :      0.100u      0.117s      0.072w      1 calls
HF: Form G                          :    348.850u      2.717s     28.776w     13 calls
RV: Form V                          :    243.317u      1.167s     19.422w     13 calls
Properties                          :     87.493p                          70655 calls
Functional                          :      5.245p                          70655 calls
V_xc                                :     62.387p                          70655 calls
JK: D                               :      0.050u      0.000s      0.006w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    105.483u      1.550s      9.341w     13 calls
DFH: compute_JK()                   :    105.483u      1.550s      9.340w     13 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     26 calls
DFH: compute_J                      :      5.483u      0.033s      0.444w     26 calls
DFH: compute_K                      :     99.767u      0.767s      8.322w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.033u      0.017s      0.004w     13 calls
HF: DIIS                            :      1.250u      0.267s      0.604w     12 calls
HF: Form C                          :      2.217u      1.000s      1.169w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      6.200u      0.033s      0.650w      1 calls
| build grid                        :      5.967u      0.017s      0.497w      1 calls
| post-process grid                 :      0.233u      0.017s      0.153w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.044w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.030w      1 calls
DFH: initialize()                   :     45.550u      1.550s      6.860w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.029w      9 calls
| DFH: AO Construction              :      7.033u      0.000s      1.143w     27 calls
| DFH: AO-Met. Contraction          :     33.000u      1.317s      3.519w     27 calls
HF: Form core H                     :      0.333u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.200u      0.083s      0.095w      1 calls
HF: Guess                           :      0.100u      0.117s      0.074w      1 calls
| SAD Guess                         :      0.100u      0.117s      0.072w      1 calls
HF: Form G                          :    348.850u      2.717s     28.776w     13 calls
| RV: Form V                        :    243.317u      1.167s     19.422w     13 calls
| | Properties                      :     87.493p                          70655 calls
| | Functional                      :      5.245p                          70655 calls
| | V_xc                            :     62.387p                          70655 calls
| JK: D                             :      0.050u      0.000s      0.006w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    105.483u      1.550s      9.341w     13 calls
| | DFH: compute_JK()               :    105.483u      1.550s      9.340w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     26 calls
| | | DFH: compute_J                :      5.483u      0.033s      0.444w     26 calls
| | | DFH: compute_K                :     99.767u      0.767s      8.322w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.033u      0.017s      0.004w     13 calls
HF: DIIS                            :      1.250u      0.267s      0.604w     12 calls
HF: Form C                          :      2.217u      1.000s      1.169w     12 calls

**************************************************************************************
