
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:23:07 2026
Timers Off: Sun Aug  9 03:24:15 2026

Wall Time:       68.44 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      4.933u      0.033s      0.544w      1 calls
build grid                          :      4.717u      0.017s      0.408w      1 calls
post-process grid                   :      0.217u      0.017s      0.135w      1 calls
DFH: sparsity prep                  :      0.233u      0.017s      0.144w      1 calls
Libint2ERI::Libint2ERI              :      0.467u      0.000s      0.283w     11 calls
JK: (A|Q)^-1                        :      3.050u      0.517s      1.146w      1 calls
JK: (A|mn)                          :      7.967u      0.217s      0.616w      1 calls
JK: (Q|mn)                          :     43.783u      0.067s      3.487w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.283s      0.179w      1 calls
HF: Form core H                     :      0.400u      0.017s      0.038w      1 calls
HF: Form S/X                        :      0.350u      0.083s      0.146w      1 calls
HF: Guess                           :      0.117u      0.033s      0.035w      1 calls
SAD Guess                           :      0.100u      0.033s      0.034w      1 calls
HF: Form G                          :    699.417u      7.983s     56.647w     12 calls
RV: Form V                          :    502.067u      0.633s     37.797w     12 calls
Properties                          :    159.118p                          61584 calls
Functional                          :      3.818p                          61584 calls
V_xc                                :    139.137p                          61584 calls
JK: D                               :      0.050u      0.000s      0.005w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    197.250u      7.333s     18.833w     12 calls
JK: (Q|mn) Read                     :      0.067u      5.667s      3.429w     24 calls
JK: J                               :      5.883u      0.033s      0.511w     24 calls
JK: J1                              :      3.050u      0.033s      0.249w     24 calls
JK: J2                              :      2.817u      0.000s      0.241w     24 calls
JK: K                               :    191.267u      0.933s     14.514w     24 calls
JK: K1                              :    127.267u      0.867s      9.682w     24 calls
JK: K2                              :     63.983u      0.067s      4.829w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.083u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.183u      0.217s      0.574w     11 calls
HF: Form C                          :      5.217u      1.117s      2.408w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      4.933u      0.033s      0.544w      1 calls
| build grid                        :      4.717u      0.017s      0.408w      1 calls
| post-process grid                 :      0.217u      0.017s      0.135w      1 calls
DFH: sparsity prep                  :      0.233u      0.017s      0.144w      1 calls
| Libint2ERI::Libint2ERI            :      0.150u      0.000s      0.096w      1 calls
Libint2ERI::Libint2ERI              :      0.317u      0.000s      0.186w      2 calls
JK: (A|Q)^-1                        :      3.050u      0.517s      1.146w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      7.967u      0.217s      0.616w      1 calls
JK: (Q|mn)                          :     43.783u      0.067s      3.487w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.283s      0.179w      1 calls
HF: Form core H                     :      0.400u      0.017s      0.038w      1 calls
HF: Form S/X                        :      0.350u      0.083s      0.146w      1 calls
HF: Guess                           :      0.117u      0.033s      0.035w      1 calls
| SAD Guess                         :      0.100u      0.033s      0.034w      1 calls
HF: Form G                          :    699.417u      7.983s     56.647w     12 calls
| RV: Form V                        :    502.067u      0.633s     37.797w     12 calls
| | Properties                      :    159.118p                          61584 calls
| | Functional                      :      3.818p                          61584 calls
| | V_xc                            :    139.137p                          61584 calls
| JK: D                             :      0.050u      0.000s      0.005w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    197.250u      7.333s     18.833w     12 calls
| | JK: (Q|mn) Read                 :      0.067u      5.667s      3.429w     24 calls
| | JK: J                           :      5.883u      0.033s      0.511w     24 calls
| | | JK: J1                        :      3.050u      0.033s      0.249w     24 calls
| | | JK: J2                        :      2.817u      0.000s      0.241w     24 calls
| | JK: K                           :    191.267u      0.933s     14.514w     24 calls
| | | JK: K1                        :    127.267u      0.867s      9.682w     24 calls
| | | JK: K2                        :     63.983u      0.067s      4.829w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.083u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.183u      0.217s      0.574w     11 calls
HF: Form C                          :      5.217u      1.117s      2.408w     11 calls

**************************************************************************************
