
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:20:53 2026
Timers Off: Sun Aug  9 16:21:00 2026

Wall Time:        6.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.450u      0.000s      0.077w      1 calls
build grid                          :      0.383u      0.000s      0.041w      1 calls
post-process grid                   :      0.067u      0.000s      0.036w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.025w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.033w     10 calls
DFH: initialize()                   :      2.250u      0.117s      0.299w      1 calls
DFH: AO Construction                :      0.617u      0.017s      0.051w      1 calls
DFH: AO-Met. Contraction            :      1.333u      0.050s      0.116w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.009w      1 calls
HF: Guess                           :      0.050u      0.033s      0.027w      1 calls
SAD Guess                           :      0.050u      0.033s      0.026w      1 calls
HF: Form G                          :     58.950u      0.217s      4.533w     12 calls
RV: Form V                          :     53.783u      0.100s      4.092w     12 calls
Properties                          :     13.274p                          26856 calls
Functional                          :      1.545p                          26856 calls
V_xc                                :     17.763p                          26856 calls
JK: D                               :      0.000u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.067u      0.000s      0.009w     12 calls
JK: JK                              :      4.933u      0.050s      0.405w     12 calls
DFH: compute_JK()                   :      4.933u      0.050s      0.405w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     12 calls
DFH: compute_J                      :      0.717u      0.017s      0.058w     12 calls
DFH: compute_K                      :      4.200u      0.000s      0.319w     12 calls
JK: AO2USO                          :      0.133u      0.017s      0.016w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.600u      0.183s      0.403w     11 calls
HF: Form C                          :      0.200u      0.150s      0.125w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.450u      0.000s      0.077w      1 calls
| build grid                        :      0.383u      0.000s      0.041w      1 calls
| post-process grid                 :      0.067u      0.000s      0.036w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.025w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.017w      1 calls
DFH: initialize()                   :      2.250u      0.117s      0.299w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.016w      9 calls
| DFH: AO Construction              :      0.617u      0.017s      0.051w      1 calls
| DFH: AO-Met. Contraction          :      1.333u      0.050s      0.116w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.009w      1 calls
HF: Guess                           :      0.050u      0.033s      0.027w      1 calls
| SAD Guess                         :      0.050u      0.033s      0.026w      1 calls
HF: Form G                          :     58.950u      0.217s      4.533w     12 calls
| RV: Form V                        :     53.783u      0.100s      4.092w     12 calls
| | Properties                      :     13.274p                          26856 calls
| | Functional                      :      1.545p                          26856 calls
| | V_xc                            :     17.763p                          26856 calls
| JK: D                             :      0.000u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.067u      0.000s      0.009w     12 calls
| JK: JK                            :      4.933u      0.050s      0.405w     12 calls
| | DFH: compute_JK()               :      4.933u      0.050s      0.405w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     12 calls
| | | DFH: compute_J                :      0.717u      0.017s      0.058w     12 calls
| | | DFH: compute_K                :      4.200u      0.000s      0.319w     12 calls
| JK: AO2USO                        :      0.133u      0.017s      0.016w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.600u      0.183s      0.403w     11 calls
HF: Form C                          :      0.200u      0.150s      0.125w     11 calls

**************************************************************************************
