
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:17:47 2026
Timers Off: Sun Aug  9 16:17:51 2026

Wall Time:        4.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.450u      0.017s      0.072w      1 calls
build grid                          :      0.400u      0.017s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.025w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.017s      0.033w     10 calls
DFH: initialize()                   :      2.217u      0.117s      0.297w      1 calls
DFH: AO Construction                :      0.633u      0.017s      0.050w      1 calls
DFH: AO-Met. Contraction            :      1.300u      0.050s      0.116w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.006w      1 calls
HF: Guess                           :      0.017u      0.033s      0.020w      1 calls
SAD Guess                           :      0.017u      0.033s      0.019w      1 calls
HF: Form G                          :     40.317u      0.133s      3.082w     11 calls
RV: Form V                          :     36.567u      0.100s      2.770w     11 calls
Properties                          :      8.648p                          24728 calls
Functional                          :      0.947p                          24728 calls
V_xc                                :     12.452p                          24728 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.017u      0.000s      0.006w     11 calls
JK: JK                              :      3.600u      0.017s      0.288w     11 calls
DFH: compute_JK()                   :      3.600u      0.017s      0.288w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.650u      0.017s      0.051w     11 calls
DFH: compute_K                      :      2.933u      0.000s      0.220w     11 calls
JK: AO2USO                          :      0.067u      0.017s      0.011w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.083s      0.222w     10 calls
HF: Form C                          :      0.067u      0.100s      0.063w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.450u      0.017s      0.072w      1 calls
| build grid                        :      0.400u      0.017s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.025w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.017s      0.017w      1 calls
DFH: initialize()                   :      2.217u      0.117s      0.297w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.016w      9 calls
| DFH: AO Construction              :      0.633u      0.017s      0.050w      1 calls
| DFH: AO-Met. Contraction          :      1.300u      0.050s      0.116w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.006w      1 calls
HF: Guess                           :      0.017u      0.033s      0.020w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.019w      1 calls
HF: Form G                          :     40.317u      0.133s      3.082w     11 calls
| RV: Form V                        :     36.567u      0.100s      2.770w     11 calls
| | Properties                      :      8.648p                          24728 calls
| | Functional                      :      0.947p                          24728 calls
| | V_xc                            :     12.452p                          24728 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.000s      0.006w     11 calls
| JK: JK                            :      3.600u      0.017s      0.288w     11 calls
| | DFH: compute_JK()               :      3.600u      0.017s      0.288w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.650u      0.017s      0.051w     11 calls
| | | DFH: compute_K                :      2.933u      0.000s      0.220w     11 calls
| JK: AO2USO                        :      0.067u      0.017s      0.011w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.083s      0.222w     10 calls
HF: Form C                          :      0.067u      0.100s      0.063w     10 calls

**************************************************************************************
