
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:44:11 2026
Timers Off: Mon Aug 10 19:44:55 2026

Wall Time:       44.29 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      9.000u      0.067s      0.989w      1 calls
build grid                          :      8.667u      0.067s      0.783w      1 calls
post-process grid                   :      0.333u      0.000s      0.206w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.055w     10 calls
JK: (A|Q)^-1                        :      5.500u      0.383s      2.207w      1 calls
JK: (A|mn)                          :      7.150u      0.267s      0.593w      1 calls
JK: (Q|mn)                          :     37.300u      0.233s      3.507w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.500s      0.373w      1 calls
HF: Form core H                     :      0.300u      0.017s      0.028w      1 calls
HF: Form S/X                        :      0.167u      0.067s      0.084w      1 calls
HF: Guess                           :      0.067u      0.067s      0.048w      1 calls
SAD Guess                           :      0.067u      0.067s      0.047w      1 calls
HF: Form G                          :    377.183u      5.933s     33.101w     12 calls
RV: Form V                          :    261.817u      1.417s     21.707w     12 calls
Properties                          :     97.352p                          70476 calls
Functional                          :      5.800p                          70476 calls
V_xc                                :     70.179p                          70476 calls
JK: D                               :      0.117u      0.000s      0.010w     12 calls
JK: USO2AO                          :      0.000u      0.017s      0.001w     12 calls
JK: JK                              :    115.233u      4.500s     11.378w     12 calls
JK: (Q|mn) Read                     :      0.000u      2.467s      1.513w     24 calls
JK: J                               :      2.967u      0.067s      0.285w     24 calls
JK: J1                              :      1.483u      0.067s      0.141w     24 calls
JK: J2                              :      1.467u      0.000s      0.136w     24 calls
JK: K                               :    112.217u      1.500s      9.323w     24 calls
JK: K1                              :     66.633u      1.217s      5.524w     24 calls
JK: K2                              :     45.583u      0.283s      3.798w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.033u      0.017s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.150u      0.233s      0.610w     11 calls
HF: Form C                          :      2.017u      0.917s      1.050w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      9.000u      0.067s      0.989w      1 calls
| build grid                        :      8.667u      0.067s      0.783w      1 calls
| post-process grid                 :      0.333u      0.000s      0.206w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.054w      2 calls
JK: (A|Q)^-1                        :      5.500u      0.383s      2.207w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.002w      8 calls
JK: (A|mn)                          :      7.150u      0.267s      0.593w      1 calls
JK: (Q|mn)                          :     37.300u      0.233s      3.507w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.500s      0.373w      1 calls
HF: Form core H                     :      0.300u      0.017s      0.028w      1 calls
HF: Form S/X                        :      0.167u      0.067s      0.084w      1 calls
HF: Guess                           :      0.067u      0.067s      0.048w      1 calls
| SAD Guess                         :      0.067u      0.067s      0.047w      1 calls
HF: Form G                          :    377.183u      5.933s     33.101w     12 calls
| RV: Form V                        :    261.817u      1.417s     21.707w     12 calls
| | Properties                      :     97.352p                          70476 calls
| | Functional                      :      5.800p                          70476 calls
| | V_xc                            :     70.179p                          70476 calls
| JK: D                             :      0.117u      0.000s      0.010w     12 calls
| JK: USO2AO                        :      0.000u      0.017s      0.001w     12 calls
| JK: JK                            :    115.233u      4.500s     11.378w     12 calls
| | JK: (Q|mn) Read                 :      0.000u      2.467s      1.513w     24 calls
| | JK: J                           :      2.967u      0.067s      0.285w     24 calls
| | | JK: J1                        :      1.483u      0.067s      0.141w     24 calls
| | | JK: J2                        :      1.467u      0.000s      0.136w     24 calls
| | JK: K                           :    112.217u      1.500s      9.323w     24 calls
| | | JK: K1                        :     66.633u      1.217s      5.524w     24 calls
| | | JK: K2                        :     45.583u      0.283s      3.798w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.033u      0.017s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.150u      0.233s      0.610w     11 calls
HF: Form C                          :      2.017u      0.917s      1.050w     11 calls

**************************************************************************************
