
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:18:52 2026
Timers Off: Sun Aug  9 16:19:02 2026

Wall Time:       10.09 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.733u      0.017s      0.105w      1 calls
build grid                          :      0.667u      0.017s      0.064w      1 calls
post-process grid                   :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.033w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.045w     10 calls
DFH: initialize()                   :      3.250u      1.067s      0.640w      1 calls
DFH: AO Construction                :      0.750u      0.000s      0.174w     20 calls
DFH: AO-Met. Contraction            :      2.100u      1.000s      0.282w     20 calls
HF: Form core H                     :      0.067u      0.017s      0.007w      1 calls
HF: Form S/X                        :      0.050u      0.033s      0.030w      1 calls
HF: Guess                           :      0.033u      0.033s      0.024w      1 calls
SAD Guess                           :      0.033u      0.033s      0.023w      1 calls
HF: Form G                          :     98.417u      0.283s      7.530w     12 calls
RV: Form V                          :     89.667u      0.200s      6.829w     12 calls
Properties                          :     26.596p                          32652 calls
Functional                          :      1.875p                          32652 calls
V_xc                                :     26.006p                          32652 calls
JK: D                               :      0.000u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :      8.750u      0.083s      0.695w     12 calls
DFH: compute_JK()                   :      8.750u      0.083s      0.695w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      1.183u      0.017s      0.094w     24 calls
DFH: compute_K                      :      7.550u      0.033s      0.577w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.700u      0.117s      0.358w     11 calls
HF: Form C                          :      0.850u      0.500s      0.476w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.733u      0.017s      0.105w      1 calls
| build grid                        :      0.667u      0.017s      0.064w      1 calls
| post-process grid                 :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.033w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.022w      1 calls
DFH: initialize()                   :      3.250u      1.067s      0.640w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.022w      9 calls
| DFH: AO Construction              :      0.750u      0.000s      0.174w     20 calls
| DFH: AO-Met. Contraction          :      2.100u      1.000s      0.282w     20 calls
HF: Form core H                     :      0.067u      0.017s      0.007w      1 calls
HF: Form S/X                        :      0.050u      0.033s      0.030w      1 calls
HF: Guess                           :      0.033u      0.033s      0.024w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.023w      1 calls
HF: Form G                          :     98.417u      0.283s      7.530w     12 calls
| RV: Form V                        :     89.667u      0.200s      6.829w     12 calls
| | Properties                      :     26.596p                          32652 calls
| | Functional                      :      1.875p                          32652 calls
| | V_xc                            :     26.006p                          32652 calls
| JK: D                             :      0.000u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :      8.750u      0.083s      0.695w     12 calls
| | DFH: compute_JK()               :      8.750u      0.083s      0.695w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      1.183u      0.017s      0.094w     24 calls
| | | DFH: compute_K                :      7.550u      0.033s      0.577w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.700u      0.117s      0.358w     11 calls
HF: Form C                          :      0.850u      0.500s      0.476w     11 calls

**************************************************************************************
