
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:16:41 2026
Timers Off: Mon Aug 10 18:17:25 2026

Wall Time:       43.45 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      7.183u      0.033s      0.790w      1 calls
build grid                          :      6.867u      0.017s      0.593w      1 calls
post-process grid                   :      0.317u      0.017s      0.196w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.050w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.069w     10 calls
DFH: initialize()                   :     48.350u      2.417s      8.171w      1 calls
DFH: AO Construction                :      7.483u      0.133s      1.374w     28 calls
DFH: AO-Met. Contraction            :     34.133u      1.983s      4.029w     28 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.183u      0.083s      0.090w      1 calls
HF: Guess                           :      0.100u      0.117s      0.079w      1 calls
SAD Guess                           :      0.100u      0.117s      0.078w      1 calls
HF: Form G                          :    360.317u      5.767s     30.800w     13 calls
RV: Form V                          :    253.950u      1.967s     21.080w     13 calls
Properties                          :     95.879p                          69589 calls
Functional                          :      5.377p                          69589 calls
V_xc                                :     67.026p                          69589 calls
JK: D                               :      0.083u      0.000s      0.005w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    106.283u      3.800s      9.708w     13 calls
DFH: compute_JK()                   :    106.283u      3.800s      9.707w     13 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     26 calls
DFH: compute_J                      :      5.483u      2.333s      0.665w     26 calls
DFH: compute_K                      :    100.583u      0.717s      8.236w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.050u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.250u      0.283s      0.683w     12 calls
HF: Form C                          :      2.133u      0.967s      1.123w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      7.183u      0.033s      0.790w      1 calls
| build grid                        :      6.867u      0.017s      0.593w      1 calls
| post-process grid                 :      0.317u      0.017s      0.196w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.050w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.034w      1 calls
DFH: initialize()                   :     48.350u      2.417s      8.171w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.035w      9 calls
| DFH: AO Construction              :      7.483u      0.133s      1.374w     28 calls
| DFH: AO-Met. Contraction          :     34.133u      1.983s      4.029w     28 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.183u      0.083s      0.090w      1 calls
HF: Guess                           :      0.100u      0.117s      0.079w      1 calls
| SAD Guess                         :      0.100u      0.117s      0.078w      1 calls
HF: Form G                          :    360.317u      5.767s     30.800w     13 calls
| RV: Form V                        :    253.950u      1.967s     21.080w     13 calls
| | Properties                      :     95.879p                          69589 calls
| | Functional                      :      5.377p                          69589 calls
| | V_xc                            :     67.026p                          69589 calls
| JK: D                             :      0.083u      0.000s      0.005w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    106.283u      3.800s      9.708w     13 calls
| | DFH: compute_JK()               :    106.283u      3.800s      9.707w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     26 calls
| | | DFH: compute_J                :      5.483u      2.333s      0.665w     26 calls
| | | DFH: compute_K                :    100.583u      0.717s      8.236w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.050u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.250u      0.283s      0.683w     12 calls
HF: Form C                          :      2.133u      0.967s      1.123w     12 calls

**************************************************************************************
