
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:19:24 2026
Timers Off: Sun Aug  9 01:26:20 2026

Wall Time:      415.86 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      3.283u      0.117s      2.169w      1 calls
build grid                          :      3.050u      0.067s      1.982w      1 calls
post-process grid                   :      0.233u      0.050s      0.187w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.163w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.017s      0.185w      3 calls
DFH: initialize()                   :     12.717u      3.700s     16.173w      1 calls
DFH: AO Construction                :      3.067u      0.367s      2.527w      5 calls
DFH: AO-Met. Contraction            :      8.583u      3.283s     12.894w      5 calls
HF: Form core H                     :      0.050u      0.000s      0.073w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.022w      1 calls
HF: Guess                           :      0.017u      0.017s      0.163w      1 calls
SAD Guess                           :      0.017u      0.017s      0.159w      1 calls
HF: Form G                          :    109.667u     54.450s    386.299w     10 calls
RV: Form V                          :     96.683u     42.117s    296.512w     10 calls
Properties                          :     45.717u     40.050s    248.297w  40060 calls
Functional                          :      3.533u      0.400s      7.090w  40060 calls
V_xc                                :     47.100u      1.233s     38.224w  40060 calls
JK: D                               :      0.000u      0.000s      0.051w     10 calls
JK: USO2AO                          :      0.033u      0.067s      0.363w     10 calls
JK: JK                              :     12.683u     12.233s     88.781w     10 calls
DFH: compute_JK()                   :     12.683u     12.217s     88.457w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      1.650u     10.767s     77.626w     10 calls
DFH: compute_K                      :     10.983u      1.317s     10.287w     10 calls
JK: AO2USO                          :      0.183u      0.017s      0.161w     10 calls
HF: Form F                          :      0.000u      0.017s      0.051w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.367u      0.233s      2.305w      9 calls
HF: Form C                          :      0.050u      0.000s      0.092w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      3.283u      0.117s      2.169w      1 calls
| build grid                        :      3.050u      0.067s      1.982w      1 calls
| post-process grid                 :      0.233u      0.050s      0.187w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.163w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.017s      0.134w      1 calls
DFH: initialize()                   :     12.717u      3.700s     16.173w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.000s      0.051w      2 calls
| DFH: AO Construction              :      3.067u      0.367s      2.527w      5 calls
| DFH: AO-Met. Contraction          :      8.583u      3.283s     12.894w      5 calls
HF: Form core H                     :      0.050u      0.000s      0.073w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.022w      1 calls
HF: Guess                           :      0.017u      0.017s      0.163w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.159w      1 calls
HF: Form G                          :    109.667u     54.450s    386.299w     10 calls
| RV: Form V                        :     96.683u     42.117s    296.512w     10 calls
| | Properties                      :     45.717u     40.050s    248.297w  40060 calls
| | Functional                      :      3.533u      0.400s      7.090w  40060 calls
| | V_xc                            :     47.100u      1.233s     38.224w  40060 calls
| JK: D                             :      0.000u      0.000s      0.051w     10 calls
| JK: USO2AO                        :      0.033u      0.067s      0.363w     10 calls
| JK: JK                            :     12.683u     12.233s     88.781w     10 calls
| | DFH: compute_JK()               :     12.683u     12.217s     88.457w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      1.650u     10.767s     77.626w     10 calls
| | | DFH: compute_K                :     10.983u      1.317s     10.287w     10 calls
| JK: AO2USO                        :      0.183u      0.017s      0.161w     10 calls
HF: Form F                          :      0.000u      0.017s      0.051w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.367u      0.233s      2.305w      9 calls
HF: Form C                          :      0.050u      0.000s      0.092w      9 calls

**************************************************************************************
