
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:32:49 2026
Timers Off: Mon Aug 10 18:32:54 2026

Wall Time:        4.37 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.717u      0.017s      0.105w      1 calls
build grid                          :      0.650u      0.017s      0.064w      1 calls
post-process grid                   :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.011w     10 calls
DFH: initialize()                   :      1.450u      0.083s      0.271w      1 calls
DFH: AO Construction                :      0.350u      0.017s      0.027w      1 calls
DFH: AO-Met. Contraction            :      0.683u      0.017s      0.061w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.007w      1 calls
HF: Guess                           :      0.017u      0.050s      0.022w      1 calls
SAD Guess                           :      0.017u      0.050s      0.021w      1 calls
HF: Form G                          :     32.700u      0.217s      2.580w     11 calls
RV: Form V                          :     30.067u      0.150s      2.351w     11 calls
Properties                          :      7.308p                          29282 calls
Functional                          :      1.900p                          29282 calls
V_xc                                :      9.532p                          29282 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      2.633u      0.050s      0.225w     11 calls
DFH: compute_JK()                   :      2.617u      0.050s      0.225w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.350u      0.017s      0.028w     11 calls
DFH: compute_K                      :      2.250u      0.000s      0.175w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.583u      0.133s      0.381w     10 calls
HF: Form C                          :      0.183u      0.150s      0.104w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.717u      0.017s      0.105w      1 calls
| build grid                        :      0.650u      0.017s      0.064w      1 calls
| post-process grid                 :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      1.450u      0.083s      0.271w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.006w      9 calls
| DFH: AO Construction              :      0.350u      0.017s      0.027w      1 calls
| DFH: AO-Met. Contraction          :      0.683u      0.017s      0.061w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.007w      1 calls
HF: Guess                           :      0.017u      0.050s      0.022w      1 calls
| SAD Guess                         :      0.017u      0.050s      0.021w      1 calls
HF: Form G                          :     32.700u      0.217s      2.580w     11 calls
| RV: Form V                        :     30.067u      0.150s      2.351w     11 calls
| | Properties                      :      7.308p                          29282 calls
| | Functional                      :      1.900p                          29282 calls
| | V_xc                            :      9.532p                          29282 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      2.633u      0.050s      0.225w     11 calls
| | DFH: compute_JK()               :      2.617u      0.050s      0.225w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.350u      0.017s      0.028w     11 calls
| | | DFH: compute_K                :      2.250u      0.000s      0.175w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.583u      0.133s      0.381w     10 calls
HF: Form C                          :      0.183u      0.150s      0.104w     10 calls

**************************************************************************************
