
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:33:14 2026
Timers Off: Mon Aug 10 18:33:17 2026

Wall Time:        2.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.433u      0.017s      0.068w      1 calls
build grid                          :      0.383u      0.017s      0.039w      1 calls
post-process grid                   :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.008w     10 calls
DFH: initialize()                   :      0.817u      0.083s      0.162w      1 calls
DFH: AO Construction                :      0.233u      0.000s      0.018w      1 calls
DFH: AO-Met. Contraction            :      0.350u      0.017s      0.029w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.017w      1 calls
SAD Guess                           :      0.017u      0.017s      0.017w      1 calls
HF: Form G                          :     13.500u      0.100s      1.048w     11 calls
RV: Form V                          :     12.417u      0.100s      0.948w     11 calls
Properties                          :      2.627p                          25223 calls
Functional                          :      0.881p                          25223 calls
V_xc                                :      4.024p                          25223 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     11 calls
JK: JK                              :      1.033u      0.000s      0.089w     11 calls
DFH: compute_JK()                   :      1.017u      0.000s      0.089w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.183u      0.000s      0.016w     11 calls
DFH: compute_K                      :      0.833u      0.000s      0.067w     11 calls
JK: AO2USO                          :      0.017u      0.000s      0.005w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.050s      0.209w     10 calls
HF: Form C                          :      0.000u      0.000s      0.004w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.433u      0.017s      0.068w      1 calls
| build grid                        :      0.383u      0.017s      0.039w      1 calls
| post-process grid                 :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      1 calls
DFH: initialize()                   :      0.817u      0.083s      0.162w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.004w      9 calls
| DFH: AO Construction              :      0.233u      0.000s      0.018w      1 calls
| DFH: AO-Met. Contraction          :      0.350u      0.017s      0.029w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.017w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.017w      1 calls
HF: Form G                          :     13.500u      0.100s      1.048w     11 calls
| RV: Form V                        :     12.417u      0.100s      0.948w     11 calls
| | Properties                      :      2.627p                          25223 calls
| | Functional                      :      0.881p                          25223 calls
| | V_xc                            :      4.024p                          25223 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     11 calls
| JK: JK                            :      1.033u      0.000s      0.089w     11 calls
| | DFH: compute_JK()               :      1.017u      0.000s      0.089w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.183u      0.000s      0.016w     11 calls
| | | DFH: compute_K                :      0.833u      0.000s      0.067w     11 calls
| JK: AO2USO                        :      0.017u      0.000s      0.005w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.050s      0.209w     10 calls
HF: Form C                          :      0.000u      0.000s      0.004w     10 calls

**************************************************************************************
