
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:21:44 2026
Timers Off: Sun Aug  9 16:21:53 2026

Wall Time:        9.77 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.733u      0.000s      0.105w      1 calls
build grid                          :      0.683u      0.000s      0.065w      1 calls
post-process grid                   :      0.050u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.034w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.045w     10 calls
DFH: initialize()                   :      3.400u      1.383s      0.670w      1 calls
DFH: AO Construction                :      0.783u      0.017s      0.166w     19 calls
DFH: AO-Met. Contraction            :      2.117u      1.300s      0.304w     19 calls
HF: Form core H                     :      0.083u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.011w      1 calls
HF: Guess                           :      0.033u      0.033s      0.022w      1 calls
SAD Guess                           :      0.033u      0.033s      0.022w      1 calls
HF: Form G                          :     98.450u      0.233s      7.537w     12 calls
RV: Form V                          :     89.400u      0.200s      6.805w     12 calls
Properties                          :     26.841p                          31980 calls
Functional                          :      1.838p                          31980 calls
V_xc                                :     25.470p                          31980 calls
JK: D                               :      0.000u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.100u      0.000s      0.011w     12 calls
JK: JK                              :      8.667u      0.033s      0.686w     12 calls
DFH: compute_JK()                   :      8.667u      0.033s      0.686w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      1.200u      0.017s      0.096w     24 calls
DFH: compute_K                      :      7.450u      0.000s      0.566w     24 calls
JK: AO2USO                          :      0.200u      0.000s      0.021w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.533u      0.117s      0.323w     11 calls
HF: Form C                          :      0.267u      0.250s      0.187w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.733u      0.000s      0.105w      1 calls
| build grid                        :      0.683u      0.000s      0.065w      1 calls
| post-process grid                 :      0.050u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.034w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.022w      1 calls
DFH: initialize()                   :      3.400u      1.383s      0.670w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.022w      9 calls
| DFH: AO Construction              :      0.783u      0.017s      0.166w     19 calls
| DFH: AO-Met. Contraction          :      2.117u      1.300s      0.304w     19 calls
HF: Form core H                     :      0.083u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.011w      1 calls
HF: Guess                           :      0.033u      0.033s      0.022w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.022w      1 calls
HF: Form G                          :     98.450u      0.233s      7.537w     12 calls
| RV: Form V                        :     89.400u      0.200s      6.805w     12 calls
| | Properties                      :     26.841p                          31980 calls
| | Functional                      :      1.838p                          31980 calls
| | V_xc                            :     25.470p                          31980 calls
| JK: D                             :      0.000u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.100u      0.000s      0.011w     12 calls
| JK: JK                            :      8.667u      0.033s      0.686w     12 calls
| | DFH: compute_JK()               :      8.667u      0.033s      0.686w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      1.200u      0.017s      0.096w     24 calls
| | | DFH: compute_K                :      7.450u      0.000s      0.566w     24 calls
| JK: AO2USO                        :      0.200u      0.000s      0.021w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.533u      0.117s      0.323w     11 calls
HF: Form C                          :      0.267u      0.250s      0.187w     11 calls

**************************************************************************************
