
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:18:40 2026
Timers Off: Sun Aug  9 01:19:12 2026

Wall Time:       31.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.817u      0.017s      0.545w      1 calls
build grid                          :      0.700u      0.000s      0.458w      1 calls
post-process grid                   :      0.117u      0.017s      0.086w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.060w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.080w      3 calls
DFH: initialize()                   :      1.683u      0.050s      1.081w      1 calls
DFH: AO Construction                :      0.617u      0.017s      0.399w      1 calls
DFH: AO-Met. Contraction            :      0.667u      0.017s      0.414w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.032w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.011w      1 calls
HF: Guess                           :      0.033u      0.033s      0.314w      1 calls
SAD Guess                           :      0.033u      0.033s      0.309w      1 calls
HF: Form G                          :     35.467u      1.483s     25.439w     10 calls
RV: Form V                          :     33.133u      1.317s     23.600w     10 calls
Properties                          :     14.750u      1.117s     10.946w  21300 calls
Functional                          :      2.167u      0.000s      1.516w  21300 calls
V_xc                                :     16.017u      0.133s     11.021w  21300 calls
JK: D                               :      0.000u      0.000s      0.001w     10 calls
JK: USO2AO                          :      0.017u      0.000s      0.016w     10 calls
JK: JK                              :      2.267u      0.167s      1.775w     10 calls
DFH: compute_JK()                   :      2.267u      0.150s      1.774w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.367u      0.100s      0.434w     10 calls
DFH: compute_K                      :      1.900u      0.033s      1.288w     10 calls
JK: AO2USO                          :      0.033u      0.000s      0.029w     10 calls
HF: Form F                          :      0.000u      0.000s      0.004w     10 calls
HF: Form D                          :      0.017u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.650u      0.117s      0.538w      9 calls
HF: Form C                          :      0.083u      0.017s      0.075w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.817u      0.017s      0.545w      1 calls
| build grid                        :      0.700u      0.000s      0.458w      1 calls
| post-process grid                 :      0.117u      0.017s      0.086w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.060w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.039w      1 calls
DFH: initialize()                   :      1.683u      0.050s      1.081w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.042w      2 calls
| DFH: AO Construction              :      0.617u      0.017s      0.399w      1 calls
| DFH: AO-Met. Contraction          :      0.667u      0.017s      0.414w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.032w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.011w      1 calls
HF: Guess                           :      0.033u      0.033s      0.314w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.309w      1 calls
HF: Form G                          :     35.467u      1.483s     25.439w     10 calls
| RV: Form V                        :     33.133u      1.317s     23.600w     10 calls
| | Properties                      :     14.750u      1.117s     10.946w  21300 calls
| | Functional                      :      2.167u      0.000s      1.516w  21300 calls
| | V_xc                            :     16.017u      0.133s     11.021w  21300 calls
| JK: D                             :      0.000u      0.000s      0.001w     10 calls
| JK: USO2AO                        :      0.017u      0.000s      0.016w     10 calls
| JK: JK                            :      2.267u      0.167s      1.775w     10 calls
| | DFH: compute_JK()               :      2.267u      0.150s      1.774w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.367u      0.100s      0.434w     10 calls
| | | DFH: compute_K                :      1.900u      0.033s      1.288w     10 calls
| JK: AO2USO                        :      0.033u      0.000s      0.029w     10 calls
HF: Form F                          :      0.000u      0.000s      0.004w     10 calls
HF: Form D                          :      0.017u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.650u      0.117s      0.538w      9 calls
HF: Form C                          :      0.083u      0.017s      0.075w      9 calls

**************************************************************************************
