
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 20:17:20 2026
Timers Off: Mon Aug 10 20:19:04 2026

Wall Time:      104.59 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     28.083u      0.217s      2.904w      1 calls
build grid                          :     27.333u      0.183s      2.433w      1 calls
post-process grid                   :      0.750u      0.033s      0.471w      1 calls
Libint2ERI::Libint2ERI              :      0.150u      0.017s      0.097w     10 calls
JK: (A|Q)^-1                        :     12.883u      0.683s      5.433w      1 calls
JK: (A|mn)                          :     13.333u      0.417s      1.252w      1 calls
JK: (Q|mn)                          :     82.050u      0.417s      7.919w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.750s      0.589w      1 calls
HF: Form core H                     :      0.517u      0.017s      0.046w      1 calls
HF: Form S/X                        :      0.283u      0.083s      0.140w      1 calls
HF: Guess                           :      0.100u      0.100s      0.060w      1 calls
SAD Guess                           :      0.083u      0.100s      0.059w      1 calls
HF: Form G                          :    792.600u     12.883s     81.179w     12 calls
RV: Form V                          :    474.283u      3.217s     45.499w     12 calls
Properties                          :    206.844p                          86868 calls
Functional                          :      9.889p                          86868 calls
V_xc                                :    144.048p                          86868 calls
JK: D                               :      0.100u      0.000s      0.010w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    318.183u      9.667s     35.659w     12 calls
JK: (Q|mn) Read                     :      0.033u      5.383s      3.331w     24 calls
JK: J                               :      5.083u      0.083s      0.492w     24 calls
JK: J1                              :      2.600u      0.050s      0.243w     24 calls
JK: J2                              :      2.483u      0.033s      0.238w     24 calls
JK: K                               :    313.000u      3.400s     31.368w     24 calls
JK: K1                              :    133.950u      2.333s     13.293w     24 calls
JK: K2                              :    179.050u      1.067s     18.072w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.033u      0.000s      0.004w     12 calls
HF: Form D                          :      0.067u      0.000s      0.006w     12 calls
HF: DIIS                            :      2.083u      0.300s      0.775w     11 calls
HF: Form C                          :      3.950u      1.200s      1.985w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :     28.083u      0.217s      2.904w      1 calls
| build grid                        :     27.333u      0.183s      2.433w      1 calls
| post-process grid                 :      0.750u      0.033s      0.471w      1 calls
Libint2ERI::Libint2ERI              :      0.150u      0.017s      0.095w      2 calls
JK: (A|Q)^-1                        :     12.883u      0.683s      5.433w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      8 calls
JK: (A|mn)                          :     13.333u      0.417s      1.252w      1 calls
JK: (Q|mn)                          :     82.050u      0.417s      7.919w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.750s      0.589w      1 calls
HF: Form core H                     :      0.517u      0.017s      0.046w      1 calls
HF: Form S/X                        :      0.283u      0.083s      0.140w      1 calls
HF: Guess                           :      0.100u      0.100s      0.060w      1 calls
| SAD Guess                         :      0.083u      0.100s      0.059w      1 calls
HF: Form G                          :    792.600u     12.883s     81.179w     12 calls
| RV: Form V                        :    474.283u      3.217s     45.499w     12 calls
| | Properties                      :    206.844p                          86868 calls
| | Functional                      :      9.889p                          86868 calls
| | V_xc                            :    144.048p                          86868 calls
| JK: D                             :      0.100u      0.000s      0.010w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    318.183u      9.667s     35.659w     12 calls
| | JK: (Q|mn) Read                 :      0.033u      5.383s      3.331w     24 calls
| | JK: J                           :      5.083u      0.083s      0.492w     24 calls
| | | JK: J1                        :      2.600u      0.050s      0.243w     24 calls
| | | JK: J2                        :      2.483u      0.033s      0.238w     24 calls
| | JK: K                           :    313.000u      3.400s     31.368w     24 calls
| | | JK: K1                        :    133.950u      2.333s     13.293w     24 calls
| | | JK: K2                        :    179.050u      1.067s     18.072w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.033u      0.000s      0.004w     12 calls
HF: Form D                          :      0.067u      0.000s      0.006w     12 calls
HF: DIIS                            :      2.083u      0.300s      0.775w     11 calls
HF: Form C                          :      3.950u      1.200s      1.985w     11 calls

**************************************************************************************
