
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:09:15 2026
Timers Off: Sun Aug  9 01:09:28 2026

Wall Time:       12.66 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.150u      0.000s      0.093w      1 calls
build grid                          :      0.117u      0.000s      0.071w      1 calls
post-process grid                   :      0.033u      0.000s      0.023w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.013w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.017s      0.016w      3 calls
DFH: initialize()                   :      0.317u      0.000s      0.310w      1 calls
DFH: AO Construction                :      0.117u      0.000s      0.070w      1 calls
DFH: AO-Met. Contraction            :      0.133u      0.000s      0.085w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.059w      1 calls
SAD Guess                           :      0.067u      0.017s      0.057w      1 calls
HF: Form G                          :     13.583u      0.250s      8.967w     10 calls
RV: Form V                          :     13.100u      0.233s      8.661w     10 calls
Properties                          :      5.400u      0.083s      3.747w  16490 calls
Functional                          :      1.483u      0.000s      0.811w  16490 calls
V_xc                                :      6.183u      0.100s      4.052w  16490 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.004w     10 calls
JK: JK                              :      0.433u      0.017s      0.288w     10 calls
DFH: compute_JK()                   :      0.433u      0.017s      0.288w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.050u      0.017s      0.046w     10 calls
DFH: compute_K                      :      0.367u      0.000s      0.237w     10 calls
JK: AO2USO                          :      0.033u      0.000s      0.008w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.400u      0.083s      1.032w      9 calls
HF: Form C                          :      0.017u      0.000s      0.016w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.150u      0.000s      0.093w      1 calls
| build grid                        :      0.117u      0.000s      0.071w      1 calls
| post-process grid                 :      0.033u      0.000s      0.023w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.013w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.009w      1 calls
DFH: initialize()                   :      0.317u      0.000s      0.310w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.008w      2 calls
| DFH: AO Construction              :      0.117u      0.000s      0.070w      1 calls
| DFH: AO-Met. Contraction          :      0.133u      0.000s      0.085w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.059w      1 calls
| SAD Guess                         :      0.067u      0.017s      0.057w      1 calls
HF: Form G                          :     13.583u      0.250s      8.967w     10 calls
| RV: Form V                        :     13.100u      0.233s      8.661w     10 calls
| | Properties                      :      5.400u      0.083s      3.747w  16490 calls
| | Functional                      :      1.483u      0.000s      0.811w  16490 calls
| | V_xc                            :      6.183u      0.100s      4.052w  16490 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.004w     10 calls
| JK: JK                            :      0.433u      0.017s      0.288w     10 calls
| | DFH: compute_JK()               :      0.433u      0.017s      0.288w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.050u      0.017s      0.046w     10 calls
| | | DFH: compute_K                :      0.367u      0.000s      0.237w     10 calls
| JK: AO2USO                        :      0.033u      0.000s      0.008w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.400u      0.083s      1.032w      9 calls
HF: Form C                          :      0.017u      0.000s      0.016w      9 calls

**************************************************************************************
