
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:33:25 2026
Timers Off: Mon Aug 10 18:33:27 2026

Wall Time:        2.17 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.433u      0.000s      0.073w      1 calls
build grid                          :      0.383u      0.000s      0.043w      1 calls
post-process grid                   :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.008w     10 calls
DFH: initialize()                   :      0.800u      0.067s      0.158w      1 calls
DFH: AO Construction                :      0.217u      0.000s      0.018w      1 calls
DFH: AO-Met. Contraction            :      0.333u      0.017s      0.028w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     12.650u      0.067s      0.973w     11 calls
RV: Form V                          :     11.600u      0.033s      0.879w     11 calls
Properties                          :      2.437p                          24596 calls
Functional                          :      0.866p                          24596 calls
V_xc                                :      3.689p                          24596 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.017u      0.017s      0.002w     11 calls
JK: JK                              :      1.017u      0.017s      0.084w     11 calls
DFH: compute_JK()                   :      1.017u      0.017s      0.084w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.167u      0.000s      0.015w     11 calls
DFH: compute_K                      :      0.833u      0.000s      0.064w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.004w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.300u      0.067s      0.211w     10 calls
HF: Form C                          :      0.017u      0.000s      0.010w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.433u      0.000s      0.073w      1 calls
| build grid                        :      0.383u      0.000s      0.043w      1 calls
| post-process grid                 :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      1 calls
DFH: initialize()                   :      0.800u      0.067s      0.158w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      9 calls
| DFH: AO Construction              :      0.217u      0.000s      0.018w      1 calls
| DFH: AO-Met. Contraction          :      0.333u      0.017s      0.028w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     12.650u      0.067s      0.973w     11 calls
| RV: Form V                        :     11.600u      0.033s      0.879w     11 calls
| | Properties                      :      2.437p                          24596 calls
| | Functional                      :      0.866p                          24596 calls
| | V_xc                            :      3.689p                          24596 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.017s      0.002w     11 calls
| JK: JK                            :      1.017u      0.017s      0.084w     11 calls
| | DFH: compute_JK()               :      1.017u      0.017s      0.084w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.167u      0.000s      0.015w     11 calls
| | | DFH: compute_K                :      0.833u      0.000s      0.064w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.004w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.300u      0.067s      0.211w     10 calls
HF: Form C                          :      0.017u      0.000s      0.010w     10 calls

**************************************************************************************
