
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:18 2026
Timers Off: Mon Aug 10 18:30:19 2026

Wall Time:        1.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.167u      0.000s      0.041w      1 calls
build grid                          :      0.133u      0.000s      0.021w      1 calls
post-process grid                   :      0.033u      0.000s      0.020w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.005w     10 calls
DFH: initialize()                   :      0.267u      0.033s      0.060w      1 calls
DFH: AO Construction                :      0.083u      0.000s      0.007w      1 calls
DFH: AO-Met. Contraction            :      0.083u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.019w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      6.150u      0.050s      0.497w     10 calls
RV: Form V                          :      5.883u      0.033s      0.468w     10 calls
Properties                          :      1.223p                          16480 calls
Functional                          :      0.570p                          16480 calls
V_xc                                :      1.929p                          16480 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      0.250u      0.017s      0.028w     10 calls
DFH: compute_JK()                   :      0.250u      0.017s      0.028w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.067u      0.000s      0.005w     10 calls
DFH: compute_K                      :      0.183u      0.017s      0.018w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.017s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.207w      9 calls
HF: Form C                          :      0.000u      0.000s      0.008w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.167u      0.000s      0.041w      1 calls
| build grid                        :      0.133u      0.000s      0.021w      1 calls
| post-process grid                 :      0.033u      0.000s      0.020w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.267u      0.033s      0.060w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      9 calls
| DFH: AO Construction              :      0.083u      0.000s      0.007w      1 calls
| DFH: AO-Met. Contraction          :      0.083u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.019w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      6.150u      0.050s      0.497w     10 calls
| RV: Form V                        :      5.883u      0.033s      0.468w     10 calls
| | Properties                      :      1.223p                          16480 calls
| | Functional                      :      0.570p                          16480 calls
| | V_xc                            :      1.929p                          16480 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      0.250u      0.017s      0.028w     10 calls
| | DFH: compute_JK()               :      0.250u      0.017s      0.028w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.067u      0.000s      0.005w     10 calls
| | | DFH: compute_K                :      0.183u      0.017s      0.018w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.017s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.207w      9 calls
HF: Form C                          :      0.000u      0.000s      0.008w      9 calls

**************************************************************************************
