
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 02:54:40 2026
Timers Off: Sun Aug  9 02:55:44 2026

Wall Time:       64.14 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      4.183u      0.033s      0.461w      1 calls
build grid                          :      3.967u      0.017s      0.329w      1 calls
post-process grid                   :      0.217u      0.017s      0.131w      1 calls
DFH: sparsity prep                  :      0.250u      0.000s      0.156w      1 calls
Libint2ERI::Libint2ERI              :      0.517u      0.017s      0.308w     11 calls
JK: (A|Q)^-1                        :      3.183u      0.533s      1.197w      1 calls
JK: (A|mn)                          :      9.200u      0.233s      0.709w      1 calls
JK: (Q|mn)                          :     59.733u      0.100s      4.719w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      0.841w      1 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.350u      0.100s      0.145w      1 calls
HF: Guess                           :      0.133u      0.067s      0.052w      1 calls
SAD Guess                           :      0.133u      0.067s      0.050w      1 calls
HF: Form G                          :    622.900u      8.483s     51.200w     12 calls
RV: Form V                          :    414.667u      0.550s     31.307w     12 calls
Properties                          :    136.503p                          56712 calls
Functional                          :      3.583p                          56712 calls
V_xc                                :    109.968p                          56712 calls
JK: D                               :      0.083u      0.000s      0.006w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    208.133u      7.900s     19.876w     12 calls
JK: (Q|mn) Read                     :      0.083u      5.683s      3.443w     24 calls
JK: J                               :      5.800u      0.100s      0.553w     24 calls
JK: J1                              :      2.983u      0.083s      0.288w     24 calls
JK: J2                              :      2.800u      0.017s      0.249w     24 calls
JK: K                               :    202.233u      1.333s     15.403w     24 calls
JK: K1                              :    131.483u      1.050s     10.029w     24 calls
JK: K2                              :     70.733u      0.283s      5.371w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.033u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.217u      0.283s      0.633w     11 calls
HF: Form C                          :      5.067u      1.183s      2.312w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      4.183u      0.033s      0.461w      1 calls
| build grid                        :      3.967u      0.017s      0.329w      1 calls
| post-process grid                 :      0.217u      0.017s      0.131w      1 calls
DFH: sparsity prep                  :      0.250u      0.000s      0.156w      1 calls
| Libint2ERI::Libint2ERI            :      0.167u      0.000s      0.103w      1 calls
Libint2ERI::Libint2ERI              :      0.350u      0.017s      0.204w      2 calls
JK: (A|Q)^-1                        :      3.183u      0.533s      1.197w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      9.200u      0.233s      0.709w      1 calls
JK: (Q|mn)                          :     59.733u      0.100s      4.719w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      0.841w      1 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.350u      0.100s      0.145w      1 calls
HF: Guess                           :      0.133u      0.067s      0.052w      1 calls
| SAD Guess                         :      0.133u      0.067s      0.050w      1 calls
HF: Form G                          :    622.900u      8.483s     51.200w     12 calls
| RV: Form V                        :    414.667u      0.550s     31.307w     12 calls
| | Properties                      :    136.503p                          56712 calls
| | Functional                      :      3.583p                          56712 calls
| | V_xc                            :    109.968p                          56712 calls
| JK: D                             :      0.083u      0.000s      0.006w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    208.133u      7.900s     19.876w     12 calls
| | JK: (Q|mn) Read                 :      0.083u      5.683s      3.443w     24 calls
| | JK: J                           :      5.800u      0.100s      0.553w     24 calls
| | | JK: J1                        :      2.983u      0.083s      0.288w     24 calls
| | | JK: J2                        :      2.800u      0.017s      0.249w     24 calls
| | JK: K                           :    202.233u      1.333s     15.403w     24 calls
| | | JK: K1                        :    131.483u      1.050s     10.029w     24 calls
| | | JK: K2                        :     70.733u      0.283s      5.371w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.033u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.217u      0.283s      0.633w     11 calls
HF: Form C                          :      5.067u      1.183s      2.312w     11 calls

**************************************************************************************
