
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:58 2026
Timers Off: Mon Aug 10 18:31:01 2026

Wall Time:        2.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
build grid                          :      0.100u      0.017s      0.010w      1 calls
post-process grid                   :      0.017u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.016w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.021w     10 calls
DFH: initialize()                   :      2.667u      0.167s      0.537w      1 calls
DFH: AO Construction                :      0.383u      0.017s      0.031w      1 calls
DFH: AO-Met. Contraction            :      1.300u      0.033s      0.107w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.017s      0.013w      1 calls
SAD Guess                           :      0.017u      0.017s      0.013w      1 calls
HF: Form G                          :     10.033u      0.117s      0.825w     10 calls
RV: Form V                          :      5.283u      0.017s      0.406w     10 calls
Properties                          :      1.145p                          12810 calls
Functional                          :      0.424p                          12810 calls
V_xc                                :      1.634p                          12810 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.017u      0.017s      0.004w     10 calls
JK: JK                              :      4.700u      0.067s      0.407w     10 calls
DFH: compute_JK()                   :      4.700u      0.067s      0.407w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.383u      0.033s      0.028w     10 calls
DFH: compute_K                      :      4.300u      0.000s      0.340w     10 calls
JK: AO2USO                          :      0.017u      0.000s      0.004w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.205w      9 calls
HF: Form C                          :      0.033u      0.000s      0.008w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
| build grid                        :      0.100u      0.017s      0.010w      1 calls
| post-process grid                 :      0.017u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.016w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.010w      1 calls
DFH: initialize()                   :      2.667u      0.167s      0.537w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.011w      9 calls
| DFH: AO Construction              :      0.383u      0.017s      0.031w      1 calls
| DFH: AO-Met. Contraction          :      1.300u      0.033s      0.107w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.017s      0.013w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.013w      1 calls
HF: Form G                          :     10.033u      0.117s      0.825w     10 calls
| RV: Form V                        :      5.283u      0.017s      0.406w     10 calls
| | Properties                      :      1.145p                          12810 calls
| | Functional                      :      0.424p                          12810 calls
| | V_xc                            :      1.634p                          12810 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.017u      0.017s      0.004w     10 calls
| JK: JK                            :      4.700u      0.067s      0.407w     10 calls
| | DFH: compute_JK()               :      4.700u      0.067s      0.407w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.383u      0.033s      0.028w     10 calls
| | | DFH: compute_K                :      4.300u      0.000s      0.340w     10 calls
| JK: AO2USO                        :      0.017u      0.000s      0.004w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.205w      9 calls
HF: Form C                          :      0.033u      0.000s      0.008w      9 calls

**************************************************************************************
