
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:54:05 2026
Timers Off: Sun Aug  9 12:54:09 2026

Wall Time:        3.93 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.000s      0.026w      1 calls
build grid                          :      0.083u      0.000s      0.010w      1 calls
post-process grid                   :      0.033u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.050w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.066w     10 calls
DFH: initialize()                   :      4.517u      0.217s      0.596w      1 calls
DFH: AO Construction                :      0.900u      0.033s      0.073w      1 calls
DFH: AO-Met. Contraction            :      3.017u      0.100s      0.258w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.050s      0.030w      1 calls
SAD Guess                           :      0.033u      0.050s      0.029w      1 calls
HF: Form G                          :     28.400u      0.233s      2.297w     10 calls
RV: Form V                          :     18.117u      0.100s      1.422w     10 calls
Properties                          :      4.557p                          13060 calls
Functional                          :      0.559p                          13060 calls
V_xc                                :      6.125p                          13060 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.033u      0.000s      0.009w     10 calls
JK: JK                              :     10.117u      0.117s      0.842w     10 calls
DFH: compute_JK()                   :     10.117u      0.117s      0.842w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      1.067u      0.017s      0.085w     10 calls
DFH: compute_K                      :      9.033u      0.033s      0.704w     10 calls
JK: AO2USO                          :      0.067u      0.017s      0.015w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.317u      0.050s      0.215w      9 calls
HF: Form C                          :      0.033u      0.000s      0.019w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.000s      0.026w      1 calls
| build grid                        :      0.083u      0.000s      0.010w      1 calls
| post-process grid                 :      0.033u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.050w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.033w      1 calls
DFH: initialize()                   :      4.517u      0.217s      0.596w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.033w      9 calls
| DFH: AO Construction              :      0.900u      0.033s      0.073w      1 calls
| DFH: AO-Met. Contraction          :      3.017u      0.100s      0.258w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.050s      0.030w      1 calls
| SAD Guess                         :      0.033u      0.050s      0.029w      1 calls
HF: Form G                          :     28.400u      0.233s      2.297w     10 calls
| RV: Form V                        :     18.117u      0.100s      1.422w     10 calls
| | Properties                      :      4.557p                          13060 calls
| | Functional                      :      0.559p                          13060 calls
| | V_xc                            :      6.125p                          13060 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.033u      0.000s      0.009w     10 calls
| JK: JK                            :     10.117u      0.117s      0.842w     10 calls
| | DFH: compute_JK()               :     10.117u      0.117s      0.842w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      1.067u      0.017s      0.085w     10 calls
| | | DFH: compute_K                :      9.033u      0.033s      0.704w     10 calls
| JK: AO2USO                        :      0.067u      0.017s      0.015w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.317u      0.050s      0.215w      9 calls
HF: Form C                          :      0.033u      0.000s      0.019w      9 calls

**************************************************************************************
