
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:33:01 2026
Timers Off: Sun Aug  9 03:35:08 2026

Wall Time:      126.97 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      9.417u      0.033s      0.967w      1 calls
build grid                          :      9.100u      0.017s      0.771w      1 calls
post-process grid                   :      0.317u      0.017s      0.196w      1 calls
Libint2ERI::Libint2ERI              :      0.450u      0.017s      0.270w     10 calls
JK: (A|Q)^-1                        :      5.250u      2.700s      2.080w      1 calls
JK: (A|mn)                          :     18.417u      0.267s      1.405w      2 calls
JK: (Q|mn)                          :    125.067u      0.217s      9.788w      2 calls
JK: (Q|mn) Write                    :      0.000u      1.783s      1.075w      2 calls
HF: Form core H                     :      0.517u      0.000s      0.046w      1 calls
HF: Form S/X                        :      0.567u      0.117s      0.227w      1 calls
HF: Guess                           :      0.150u      0.050s      0.042w      1 calls
SAD Guess                           :      0.150u      0.050s      0.041w      1 calls
HF: Form G                          :   1307.633u     12.167s    104.652w     12 calls
RV: Form V                          :    922.933u      1.183s     69.517w     12 calls
Properties                          :    291.790p                          71112 calls
Functional                          :      4.678p                          71112 calls
V_xc                                :    259.107p                          71112 calls
JK: D                               :      0.100u      0.000s      0.010w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :    384.533u     10.967s     35.113w     12 calls
JK: (Q|mn) Read                     :      0.133u      8.800s      5.363w     36 calls
JK: J                               :     10.233u      0.000s      0.886w     36 calls
JK: J1                              :      5.200u      0.000s      0.431w     36 calls
JK: J2                              :      4.950u      0.000s      0.420w     36 calls
JK: K                               :    374.117u      1.267s     28.365w     36 calls
JK: K1                              :    243.483u      1.117s     18.474w     36 calls
JK: K2                              :    130.633u      0.150s      9.887w     36 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.067u      0.000s      0.007w     12 calls
HF: DIIS                            :      3.383u      0.317s      0.725w     11 calls
HF: Form C                          :      8.233u      1.600s      3.553w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      9.417u      0.033s      0.967w      1 calls
| build grid                        :      9.100u      0.017s      0.771w      1 calls
| post-process grid                 :      0.317u      0.017s      0.196w      1 calls
Libint2ERI::Libint2ERI              :      0.450u      0.000s      0.269w      2 calls
JK: (A|Q)^-1                        :      5.250u      2.700s      2.080w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.001w      8 calls
JK: (A|mn)                          :     18.417u      0.267s      1.405w      2 calls
JK: (Q|mn)                          :    125.067u      0.217s      9.788w      2 calls
JK: (Q|mn) Write                    :      0.000u      1.783s      1.075w      2 calls
HF: Form core H                     :      0.517u      0.000s      0.046w      1 calls
HF: Form S/X                        :      0.567u      0.117s      0.227w      1 calls
HF: Guess                           :      0.150u      0.050s      0.042w      1 calls
| SAD Guess                         :      0.150u      0.050s      0.041w      1 calls
HF: Form G                          :   1307.633u     12.167s    104.652w     12 calls
| RV: Form V                        :    922.933u      1.183s     69.517w     12 calls
| | Properties                      :    291.790p                          71112 calls
| | Functional                      :      4.678p                          71112 calls
| | V_xc                            :    259.107p                          71112 calls
| JK: D                             :      0.100u      0.000s      0.010w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :    384.533u     10.967s     35.113w     12 calls
| | JK: (Q|mn) Read                 :      0.133u      8.800s      5.363w     36 calls
| | JK: J                           :     10.233u      0.000s      0.886w     36 calls
| | | JK: J1                        :      5.200u      0.000s      0.431w     36 calls
| | | JK: J2                        :      4.950u      0.000s      0.420w     36 calls
| | JK: K                           :    374.117u      1.267s     28.365w     36 calls
| | | JK: K1                        :    243.483u      1.117s     18.474w     36 calls
| | | JK: K2                        :    130.633u      0.150s      9.887w     36 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.067u      0.000s      0.007w     12 calls
HF: DIIS                            :      3.383u      0.317s      0.725w     11 calls
HF: Form C                          :      8.233u      1.600s      3.553w     11 calls

**************************************************************************************
