
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:09:16 2026
Timers Off: Sun Aug  9 01:09:25 2026

Wall Time:        9.31 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.133u      0.017s      0.087w      1 calls
build grid                          :      0.100u      0.017s      0.064w      1 calls
post-process grid                   :      0.033u      0.000s      0.023w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.042w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.042w      3 calls
DFH: initialize()                   :      0.417u      0.017s      0.329w      1 calls
DFH: AO Construction                :      0.167u      0.017s      0.126w      1 calls
DFH: AO-Met. Contraction            :      0.150u      0.000s      0.113w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.047w      1 calls
SAD Guess                           :      0.050u      0.017s      0.045w      1 calls
HF: Form G                          :      8.617u      0.167s      5.641w     10 calls
RV: Form V                          :      8.350u      0.150s      5.464w     10 calls
Properties                          :      3.383u      0.067s      2.294w  13530 calls
Functional                          :      0.867u      0.050s      0.619w  13530 calls
V_xc                                :      4.100u      0.017s      2.513w  13530 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     10 calls
JK: JK                              :      0.250u      0.017s      0.165w     10 calls
DFH: compute_JK()                   :      0.250u      0.017s      0.164w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.017u      0.000s      0.027w     10 calls
DFH: compute_K                      :      0.217u      0.000s      0.135w     10 calls
JK: AO2USO                          :      0.017u      0.000s      0.005w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.433u      0.083s      1.282w      9 calls
HF: Form C                          :      0.050u      0.000s      0.014w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.133u      0.017s      0.087w      1 calls
| build grid                        :      0.100u      0.017s      0.064w      1 calls
| post-process grid                 :      0.033u      0.000s      0.023w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.042w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.024w      1 calls
DFH: initialize()                   :      0.417u      0.017s      0.329w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.017w      2 calls
| DFH: AO Construction              :      0.167u      0.017s      0.126w      1 calls
| DFH: AO-Met. Contraction          :      0.150u      0.000s      0.113w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.047w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.045w      1 calls
HF: Form G                          :      8.617u      0.167s      5.641w     10 calls
| RV: Form V                        :      8.350u      0.150s      5.464w     10 calls
| | Properties                      :      3.383u      0.067s      2.294w  13530 calls
| | Functional                      :      0.867u      0.050s      0.619w  13530 calls
| | V_xc                            :      4.100u      0.017s      2.513w  13530 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     10 calls
| JK: JK                            :      0.250u      0.017s      0.165w     10 calls
| | DFH: compute_JK()               :      0.250u      0.017s      0.164w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.027w     10 calls
| | | DFH: compute_K                :      0.217u      0.000s      0.135w     10 calls
| JK: AO2USO                        :      0.017u      0.000s      0.005w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.433u      0.083s      1.282w      9 calls
HF: Form C                          :      0.050u      0.000s      0.014w      9 calls

**************************************************************************************
