
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:15:31 2026
Timers Off: Sun Aug  9 16:15:55 2026

Wall Time:       24.48 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.733u      0.000s      0.220w      1 calls
build grid                          :      1.617u      0.000s      0.145w      1 calls
post-process grid                   :      0.117u      0.000s      0.074w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.090w      1 calls
Libint2ERI::Libint2ERI              :      0.183u      0.000s      0.118w     10 calls
DFH: initialize()                   :     16.433u      2.817s      2.581w      1 calls
DFH: AO Construction                :      2.717u      0.017s      0.596w     28 calls
DFH: AO-Met. Contraction            :     12.267u      2.667s      1.380w     28 calls
HF: Form core H                     :      0.150u      0.000s      0.015w      1 calls
HF: Form S/X                        :      0.150u      0.067s      0.073w      1 calls
HF: Guess                           :      0.067u      0.050s      0.035w      1 calls
SAD Guess                           :      0.050u      0.050s      0.034w      1 calls
HF: Form G                          :    245.133u      0.733s     18.816w     11 calls
RV: Form V                          :    197.917u      0.400s     15.051w     11 calls
Properties                          :     63.695p                          39941 calls
Functional                          :      2.352p                          39941 calls
V_xc                                :     54.067p                          39941 calls
JK: D                               :      0.033u      0.000s      0.003w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     11 calls
JK: JK                              :     47.167u      0.333s      3.756w     11 calls
DFH: compute_JK()                   :     47.167u      0.333s      3.756w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      3.817u      0.000s      0.297w     22 calls
DFH: compute_K                      :     43.300u      0.133s      3.307w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.033u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.217u      0.183s      0.436w     10 calls
HF: Form C                          :      2.383u      0.867s      1.186w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.733u      0.000s      0.220w      1 calls
| build grid                        :      1.617u      0.000s      0.145w      1 calls
| post-process grid                 :      0.117u      0.000s      0.074w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.090w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.059w      1 calls
DFH: initialize()                   :     16.433u      2.817s      2.581w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.000s      0.059w      9 calls
| DFH: AO Construction              :      2.717u      0.017s      0.596w     28 calls
| DFH: AO-Met. Contraction          :     12.267u      2.667s      1.380w     28 calls
HF: Form core H                     :      0.150u      0.000s      0.015w      1 calls
HF: Form S/X                        :      0.150u      0.067s      0.073w      1 calls
HF: Guess                           :      0.067u      0.050s      0.035w      1 calls
| SAD Guess                         :      0.050u      0.050s      0.034w      1 calls
HF: Form G                          :    245.133u      0.733s     18.816w     11 calls
| RV: Form V                        :    197.917u      0.400s     15.051w     11 calls
| | Properties                      :     63.695p                          39941 calls
| | Functional                      :      2.352p                          39941 calls
| | V_xc                            :     54.067p                          39941 calls
| JK: D                             :      0.033u      0.000s      0.003w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     11 calls
| JK: JK                            :     47.167u      0.333s      3.756w     11 calls
| | DFH: compute_JK()               :     47.167u      0.333s      3.756w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      3.817u      0.000s      0.297w     22 calls
| | | DFH: compute_K                :     43.300u      0.133s      3.307w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.033u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.217u      0.183s      0.436w     10 calls
HF: Form C                          :      2.383u      0.867s      1.186w     10 calls

**************************************************************************************
