
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 10:26:08 2026
Timers Off: Sun Aug  9 10:41:59 2026

Wall Time:      951.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     75.417u      0.567s      7.521w      1 calls
build grid                          :     74.283u      0.517s      6.824w      1 calls
post-process grid                   :      1.133u      0.050s      0.697w      1 calls
Libint2ERI::Libint2ERI              :      1.450u      0.033s      0.884w     10 calls
JK: (A|Q)^-1                        :     55.300u     25.700s     18.682w      1 calls
JK: (A|mn)                          :     86.217u      0.617s      6.831w      7 calls
JK: (Q|mn)                          :   1283.583u      6.917s    114.468w      7 calls
JK: (Q|mn) Write                    :      0.067u     13.683s     11.280w      7 calls
HF: Form core H                     :      2.133u      0.033s      0.182w      1 calls
HF: Form S/X                        :      3.200u      0.367s      1.127w      1 calls
HF: Guess                           :      0.617u      0.067s      0.108w      1 calls
SAD Guess                           :      0.617u      0.067s      0.104w      1 calls
HF: Form G                          :   7347.683u    148.283s    763.890w     14 calls
RV: Form V                          :   3527.917u     24.433s    329.179w     14 calls
Properties                          :   1368.993p                         138432 calls
Functional                          :     15.731p                         138432 calls
V_xc                                :   1246.058p                         138432 calls
JK: D                               :      0.717u      0.017s      0.090w     14 calls
JK: USO2AO                          :      0.000u      0.000s      0.007w     14 calls
JK: JK                              :   3818.717u    123.717s    434.528w     14 calls
JK: (Q|mn) Read                     :      0.983u     92.900s     78.695w    128 calls
JK: J                               :     49.583u      1.567s      5.243w    128 calls
JK: J1                              :     26.250u      1.300s      2.709w    128 calls
JK: J2                              :     22.800u      0.250s      2.176w    128 calls
JK: K                               :   3768.050u     25.833s    344.818w    128 calls
JK: K1                              :   1812.950u     14.867s    153.707w    128 calls
JK: K2                              :   1955.050u     10.917s    191.031w    128 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     14 calls
HF: Form F                          :      0.117u      0.017s      0.032w     14 calls
HF: Form D                          :      0.433u      0.000s      0.034w     14 calls
HF: DIIS                            :     18.383u      1.733s      3.567w     13 calls
HF: Form C                          :     47.933u      4.233s     18.101w     13 calls

--------------------------------------------------------------------------------------
V: Grid                             :     75.417u      0.567s      7.521w      1 calls
| build grid                        :     74.283u      0.517s      6.824w      1 calls
| post-process grid                 :      1.133u      0.050s      0.697w      1 calls
Libint2ERI::Libint2ERI              :      1.450u      0.017s      0.882w      2 calls
JK: (A|Q)^-1                        :     55.300u     25.700s     18.682w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.002w      8 calls
JK: (A|mn)                          :     86.217u      0.617s      6.831w      7 calls
JK: (Q|mn)                          :   1283.583u      6.917s    114.468w      7 calls
JK: (Q|mn) Write                    :      0.067u     13.683s     11.280w      7 calls
HF: Form core H                     :      2.133u      0.033s      0.182w      1 calls
HF: Form S/X                        :      3.200u      0.367s      1.127w      1 calls
HF: Guess                           :      0.617u      0.067s      0.108w      1 calls
| SAD Guess                         :      0.617u      0.067s      0.104w      1 calls
HF: Form G                          :   7347.683u    148.283s    763.890w     14 calls
| RV: Form V                        :   3527.917u     24.433s    329.179w     14 calls
| | Properties                      :   1368.993p                         138432 calls
| | Functional                      :     15.731p                         138432 calls
| | V_xc                            :   1246.058p                         138432 calls
| JK: D                             :      0.717u      0.017s      0.090w     14 calls
| JK: USO2AO                        :      0.000u      0.000s      0.007w     14 calls
| JK: JK                            :   3818.717u    123.717s    434.528w     14 calls
| | JK: (Q|mn) Read                 :      0.983u     92.900s     78.695w    128 calls
| | JK: J                           :     49.583u      1.567s      5.243w    128 calls
| | | JK: J1                        :     26.250u      1.300s      2.709w    128 calls
| | | JK: J2                        :     22.800u      0.250s      2.176w    128 calls
| | JK: K                           :   3768.050u     25.833s    344.818w    128 calls
| | | JK: K1                        :   1812.950u     14.867s    153.707w    128 calls
| | | JK: K2                        :   1955.050u     10.917s    191.031w    128 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     14 calls
HF: Form F                          :      0.117u      0.017s      0.032w     14 calls
HF: Form D                          :      0.433u      0.000s      0.034w     14 calls
HF: DIIS                            :     18.383u      1.733s      3.567w     13 calls
HF: Form C                          :     47.933u      4.233s     18.101w     13 calls

**************************************************************************************
