
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:11:34 2026
Timers Off: Mon Aug 10 18:11:43 2026

Wall Time:        9.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.383u      0.033s      0.312w      1 calls
build grid                          :      2.267u      0.017s      0.230w      1 calls
post-process grid                   :      0.117u      0.017s      0.082w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.022w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.017s      0.029w     10 calls
DFH: initialize()                   :      7.067u      0.617s      1.473w      1 calls
DFH: AO Construction                :      1.233u      0.017s      0.269w     22 calls
DFH: AO-Met. Contraction            :      4.183u      0.450s      0.513w     22 calls
HF: Form core H                     :      0.067u      0.000s      0.012w      1 calls
HF: Form S/X                        :      0.050u      0.033s      0.021w      1 calls
HF: Guess                           :      0.033u      0.050s      0.036w      1 calls
SAD Guess                           :      0.033u      0.050s      0.035w      1 calls
HF: Form G                          :     68.967u      0.700s      5.542w     11 calls
RV: Form V                          :     55.933u      0.417s      4.386w     11 calls
Properties                          :     17.927p                          43230 calls
Functional                          :      1.851p                          43230 calls
V_xc                                :     15.208p                          43230 calls
JK: D                               :      0.000u      0.017s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :     13.033u      0.267s      1.152w     11 calls
DFH: compute_JK()                   :     13.033u      0.267s      1.152w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      1.167u      0.083s      0.104w     22 calls
DFH: compute_K                      :     11.833u      0.133s      0.949w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.400u      0.067s      0.304w     10 calls
HF: Form C                          :      0.333u      0.233s      0.186w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.383u      0.033s      0.312w      1 calls
| build grid                        :      2.267u      0.017s      0.230w      1 calls
| post-process grid                 :      0.117u      0.017s      0.082w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.022w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.017s      0.015w      1 calls
DFH: initialize()                   :      7.067u      0.617s      1.473w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.014w      9 calls
| DFH: AO Construction              :      1.233u      0.017s      0.269w     22 calls
| DFH: AO-Met. Contraction          :      4.183u      0.450s      0.513w     22 calls
HF: Form core H                     :      0.067u      0.000s      0.012w      1 calls
HF: Form S/X                        :      0.050u      0.033s      0.021w      1 calls
HF: Guess                           :      0.033u      0.050s      0.036w      1 calls
| SAD Guess                         :      0.033u      0.050s      0.035w      1 calls
HF: Form G                          :     68.967u      0.700s      5.542w     11 calls
| RV: Form V                        :     55.933u      0.417s      4.386w     11 calls
| | Properties                      :     17.927p                          43230 calls
| | Functional                      :      1.851p                          43230 calls
| | V_xc                            :     15.208p                          43230 calls
| JK: D                             :      0.000u      0.017s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :     13.033u      0.267s      1.152w     11 calls
| | DFH: compute_JK()               :     13.033u      0.267s      1.152w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      1.167u      0.083s      0.104w     22 calls
| | | DFH: compute_K                :     11.833u      0.133s      0.949w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.400u      0.067s      0.304w     10 calls
HF: Form C                          :      0.333u      0.233s      0.186w     10 calls

**************************************************************************************
