
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:11:44 2026
Timers Off: Mon Aug 10 18:11:53 2026

Wall Time:        8.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.450u      0.033s      0.326w      1 calls
build grid                          :      2.317u      0.017s      0.236w      1 calls
post-process grid                   :      0.133u      0.017s      0.090w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.026w     10 calls
DFH: initialize()                   :      6.750u      0.567s      1.421w      1 calls
DFH: AO Construction                :      1.117u      0.000s      0.259w     21 calls
DFH: AO-Met. Contraction            :      4.067u      0.433s      0.528w     21 calls
HF: Form core H                     :      0.067u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.018w      1 calls
HF: Guess                           :      0.033u      0.050s      0.034w      1 calls
SAD Guess                           :      0.033u      0.050s      0.033w      1 calls
HF: Form G                          :     70.500u      0.550s      5.588w     11 calls
RV: Form V                          :     57.667u      0.317s      4.485w     11 calls
Properties                          :     18.263p                          42845 calls
Functional                          :      1.835p                          42845 calls
V_xc                                :     15.692p                          42845 calls
JK: D                               :      0.017u      0.017s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :     12.817u      0.217s      1.100w     11 calls
DFH: compute_JK()                   :     12.817u      0.217s      1.100w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      1.233u      0.100s      0.105w     22 calls
DFH: compute_K                      :     11.550u      0.050s      0.916w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.417u      0.067s      0.294w     10 calls
HF: Form C                          :      0.300u      0.283s      0.175w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.450u      0.033s      0.326w      1 calls
| build grid                        :      2.317u      0.017s      0.236w      1 calls
| post-process grid                 :      0.133u      0.017s      0.090w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.013w      1 calls
DFH: initialize()                   :      6.750u      0.567s      1.421w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.013w      9 calls
| DFH: AO Construction              :      1.117u      0.000s      0.259w     21 calls
| DFH: AO-Met. Contraction          :      4.067u      0.433s      0.528w     21 calls
HF: Form core H                     :      0.067u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.018w      1 calls
HF: Guess                           :      0.033u      0.050s      0.034w      1 calls
| SAD Guess                         :      0.033u      0.050s      0.033w      1 calls
HF: Form G                          :     70.500u      0.550s      5.588w     11 calls
| RV: Form V                        :     57.667u      0.317s      4.485w     11 calls
| | Properties                      :     18.263p                          42845 calls
| | Functional                      :      1.835p                          42845 calls
| | V_xc                            :     15.692p                          42845 calls
| JK: D                             :      0.017u      0.017s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :     12.817u      0.217s      1.100w     11 calls
| | DFH: compute_JK()               :     12.817u      0.217s      1.100w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      1.233u      0.100s      0.105w     22 calls
| | | DFH: compute_K                :     11.550u      0.050s      0.916w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.417u      0.067s      0.294w     10 calls
HF: Form C                          :      0.300u      0.283s      0.175w     10 calls

**************************************************************************************
