
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:30:25 2026
Timers Off: Sun Aug  9 03:30:59 2026

Wall Time:       33.79 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.200u      0.017s      0.269w      1 calls
build grid                          :      2.067u      0.000s      0.188w      1 calls
post-process grid                   :      0.133u      0.017s      0.080w      1 calls
DFH: sparsity prep                  :      0.200u      0.000s      0.118w      1 calls
Libint2ERI::Libint2ERI              :      0.250u      0.000s      0.155w     10 calls
DFH: initialize()                   :     25.917u      3.500s      3.710w      1 calls
DFH: AO Construction                :      4.200u      0.017s      0.779w     29 calls
DFH: AO-Met. Contraction            :     19.583u      3.317s      2.110w     29 calls
HF: Form core H                     :      0.333u      0.000s      0.033w      1 calls
HF: Form S/X                        :      0.100u      0.067s      0.056w      1 calls
HF: Guess                           :      0.083u      0.083s      0.053w      1 calls
SAD Guess                           :      0.083u      0.083s      0.051w      1 calls
HF: Form G                          :    352.017u      1.117s     26.999w     12 calls
RV: Form V                          :    272.333u      0.500s     20.664w     12 calls
Properties                          :     88.835p                          47760 calls
Functional                          :      2.978p                          47760 calls
V_xc                                :     72.744p                          47760 calls
JK: D                               :      0.017u      0.000s      0.003w     12 calls
JK: USO2AO                          :      0.517u      0.017s      0.046w     12 calls
JK: JK                              :     77.750u      0.550s      6.146w     12 calls
DFH: compute_JK()                   :     77.750u      0.550s      6.145w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      5.533u      0.050s      0.430w     24 calls
DFH: compute_K                      :     72.117u      0.217s      5.488w     24 calls
JK: AO2USO                          :      0.983u      0.000s      0.092w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.017u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.817u      0.233s      0.514w     11 calls
HF: Form C                          :      1.300u      0.833s      0.769w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.200u      0.017s      0.269w      1 calls
| build grid                        :      2.067u      0.000s      0.188w      1 calls
| post-process grid                 :      0.133u      0.017s      0.080w      1 calls
DFH: sparsity prep                  :      0.200u      0.000s      0.118w      1 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.000s      0.078w      1 calls
DFH: initialize()                   :     25.917u      3.500s      3.710w      1 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.000s      0.077w      9 calls
| DFH: AO Construction              :      4.200u      0.017s      0.779w     29 calls
| DFH: AO-Met. Contraction          :     19.583u      3.317s      2.110w     29 calls
HF: Form core H                     :      0.333u      0.000s      0.033w      1 calls
HF: Form S/X                        :      0.100u      0.067s      0.056w      1 calls
HF: Guess                           :      0.083u      0.083s      0.053w      1 calls
| SAD Guess                         :      0.083u      0.083s      0.051w      1 calls
HF: Form G                          :    352.017u      1.117s     26.999w     12 calls
| RV: Form V                        :    272.333u      0.500s     20.664w     12 calls
| | Properties                      :     88.835p                          47760 calls
| | Functional                      :      2.978p                          47760 calls
| | V_xc                            :     72.744p                          47760 calls
| JK: D                             :      0.017u      0.000s      0.003w     12 calls
| JK: USO2AO                        :      0.517u      0.017s      0.046w     12 calls
| JK: JK                            :     77.750u      0.550s      6.146w     12 calls
| | DFH: compute_JK()               :     77.750u      0.550s      6.145w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      5.533u      0.050s      0.430w     24 calls
| | | DFH: compute_K                :     72.117u      0.217s      5.488w     24 calls
| JK: AO2USO                        :      0.983u      0.000s      0.092w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.017u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.817u      0.233s      0.514w     11 calls
HF: Form C                          :      1.300u      0.833s      0.769w     11 calls

**************************************************************************************
